BoroName,BoroCT2020,NTAName,CDTANAME,PUMA,empirical_estimate,p_y,p_y_CI_lower,p_y_CI_upper,n_images_by_area,empirical_estimate_p_alop,at_least_one_positive_image_by_area,at_least_one_positive_image_by_area_CI_lower,at_least_one_positive_image_by_area_CI_upper,total_population,nhl_white_alone,nhl_black_alone,hispanic_alone,nhl_asian_alone,n_children,n_elderly,total_households,num_households_with_internet,num_households_with_smartphone,median_household_income,num_high_school_graduates,num_bachelors_degree,num_graduate_degree,num_limited_english_speaking_households,ft_elevation_min,ft_elevation_max,ft_elevation_mean,area,n_floodnet_sensors,n_catch_basins,catch_basin_density,cb_days_clogged,has_clogged_cb_complaint,cb_avg_resolution_time,dep_moderate_1_area,dep_moderate_1_frac,dep_moderate_2_area,dep_moderate_2_frac,GEOID,sewer_backup_311c,street_flooding_311c,catch_basin_clogged/flooding_311c,manhole_overflow_311c,highway_flooding_311c
Manhattan,1000100,The Battery-Governors Island-Ellis Island-Liberty Island,MN01 Financial District-Tribeca (CD 1 Equivalent),4121,,0.0498243618877668,1.074131336487e-312,0.9999999898439916,0,,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0.0,19.0,8.153328995879418,1842846.6205119742,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,36061000100,0,0,0,0,0
Manhattan,1000201,Chinatown-Two Bridges,MN03 Lower East Side-Chinatown (CD 3 Equivalent),4103,0.0,0.0015838481620613,1.0550098307668405e-05,0.0107157436698188,345,0.0,0.2605827675423557,0.0036331870622925,0.97569034552901,2568,171,359,1487,486,1114,379,823,674,661,38657.0,282,160,49,221,0.0,37.0,10.417680668712306,972312.5228759922,0.0,14.0,1.4398662642531393e-05,0.0,0,0.0,0.0,0.0,0.0,0.0,36061000201,0,0,0,0,0
Manhattan,1000600,Chinatown-Two Bridges,MN03 Lower East Side-Chinatown (CD 3 Equivalent),4103,0.0011111111111111,0.0039998522447044,3.591533032545343e-05,0.0215053888738557,900,0.0011111111111111,0.6726901099123225,0.0318075285549276,0.9999999968187744,10179,1135,681,2978,5023,1018,2697,5243,4204,4371,34473.0,2155,1521,634,1596,0.0,41.0,10.160654182384963,2582706.1734739183,0.0,57.0,2.2069874066754974e-05,0.0,0,0.0,22123.7754654228,0.008566121726369204,28743.307693393675,0.011129143527283995,36061000600,0,1,0,0,0
Manhattan,1001401,Lower East Side,MN03 Lower East Side-Chinatown (CD 3 Equivalent),4103,0.0,0.0008927955543015,8.796144017238709e-06,0.005868999952938,259,0.0,0.1466161385694574,0.0022756181663816,0.7822808069818897,3395,2371,65,370,258,328,1311,1761,1471,1385,94076.0,398,930,790,100,24.0,43.0,34.84716287389446,1006116.9800693684,0.0,13.0,1.2920962728512636e-05,0.0,0,0.0,0.0,0.0,0.0,0.0,36061001401,1,0,0,0,0
Manhattan,1001402,Lower East Side,MN03 Lower East Side-Chinatown (CD 3 Equivalent),4103,0.0,0.0001337384791046,1.4339472865380986e-06,0.0008720407205297,704,0.0,0.073623217383132,0.0010089902402073,0.4589180332264587,3449,1008,249,813,1166,249,910,1807,1520,1584,50347.0,311,1014,360,647,13.0,42.0,27.55303709743172,1226206.729536266,0.0,44.0,3.5883019510617245e-05,0.0,0,0.0,3811.6326496919487,0.003108474744004589,7439.195281827488,0.006066836123661534,36061001402,0,0,0,0,0
Manhattan,1001800,Lower East Side,MN03 Lower East Side-Chinatown (CD 3 Equivalent),4103,0.0,0.0001919662021625,1.8265708723121511e-06,0.0012472644784854,1782,0.0,0.1954065843519594,0.0032496606529791,0.891825816817521,6702,2280,410,905,2921,336,1408,2979,2647,2731,79973.0,536,2252,557,428,8.0,45.0,36.39463920963775,2399277.8081235765,0.0,94.0,3.917845598443449e-05,8.0,1,2.6666666666666665,0.0,0.0,0.0,0.0,36061001800,0,0,0,0,0
Manhattan,1002201,Lower East Side,MN03 Lower East Side-Chinatown (CD 3 Equivalent),4103,0.0,0.0004673280905414,8.062594375681216e-06,0.0029086573887874,422,0.0,0.1400032984163678,0.0033966468418794,0.7074857811247788,6437,1755,1453,1983,977,988,1281,3011,2232,2662,38594.0,1283,968,580,368,9.0,28.0,17.288703650474275,1740174.560339333,0.0,34.0,1.9538269766091754e-05,0.0,1,0.0,14976.604512296803,0.008606380562980057,16900.033062507904,0.009711688383269095,36061002201,1,0,0,0,0
Manhattan,1002601,East Village,MN03 Lower East Side-Chinatown (CD 3 Equivalent),4103,0.0,0.0005932647623506,8.161810043599748e-06,0.0036732752131159,164,0.0,0.0769256484522011,0.0013376468614366,0.4531202141523175,4329,962,751,1860,647,543,513,1916,1636,1771,32837.0,819,533,431,260,2.0,20.0,12.165177006659656,1141217.9761376097,1.0,32.0,2.8040217267083596e-05,2.0,1,2.0,13959.509600230944,0.012232115066637968,14519.520872738247,0.01272282874642299,36061002601,1,0,0,0,0
Manhattan,1002602,East Village,MN03 Lower East Side-Chinatown (CD 3 Equivalent),4103,0.0,0.0013877860108078,7.930419861068398e-06,0.0093005816151946,107,0.0,0.0991229697229607,0.0008481983660744,0.63205393794086,3431,1918,168,553,516,180,582,1907,1651,1768,73899.0,397,976,768,179,2.0,15.0,8.42780269058296,1114857.5564801195,0.0,38.0,3.408507192611708e-05,0.0,1,0.0,85282.78507501022,0.07649657535108703,120085.37997709625,0.10771365299459013,36061002602,0,0,0,0,0
Manhattan,1002800,East Village,MN03 Lower East Side-Chinatown (CD 3 Equivalent),4103,0.0,0.0010382363206913,4.839062446601509e-06,0.0075767368116622,261,0.0,0.1562768192871471,0.0012622011076792,0.8626273496739552,6234,2088,526,2232,900,667,1255,3108,2866,2724,75100.0,611,2128,853,356,2.0,18.0,8.193808269152818,1973679.2442364937,0.0,58.0,2.938674061115587e-05,0.0,0,0.0,108231.68966424938,0.054837527415007185,130798.89706598305,0.06627160793626416,36061002800,0,0,0,0,0
